ID del envio,Registre su tipo de empresa organizacion ciudadano,Provincia,Genero,CIIU,Tiene conocimientos de computacion y navegacion en internet,Conoce las oportunidades que el IOT (Internet de las cosas) puede aportar en su trabajo y empresa,Conoce las oportunidades que el IA (Inteligencia artificial) puede aportar en su trabajo y empresa,Conoce como utilizar herramientas de busqueda avanzada en Internet para mejorar los resultados en funcion de sus necesidades,Identifica parametros que deben cumplir las paginas web y la informacion online para considerar su confiabilidad y calidad,Clasifica la informacion mediante archivos y carpetas para facilitar su localizacion posterior,Conoce o ha utilizado servicios de alojamiento de archivos en la nube,Ha participado en consultas ciudadanas o encuestas a traves de internet (online) a propuestas de organizaciones publicas o sociales,"Usted sabe como generar un perfil publico, personal o profesional en las Redes Sociales, controlando los detalles de la imagen que quiere transmitir","Es capaz de utilizar los diferentes medios digitales para exponer de manera creativa esquemas graficos, mapas conceptuales, infografias","Sabe editar y modificar con herramientas digitales, el formato de diferentes tipos de archivo textos, fotografias, videos",Conoce los fundamentos de los procesos digitales y de la creacion de software. Entiendo los principios de la programacion,"Conoce y actua con prudencia cuando recibe mensajes cuyo remitente, contenido o archivo adjunto sea desconocido (SPAM)","Se interesa en conocer las politicas de privacidad de las plataformas que utiliza en Internet, asi como el tratamiento que hacen de sus datos personales","Se mantiene informado y actualizado sobre habitos saludables y seguros en el uso de la tecnologia, y los fomenta y los difunde","Es capaz de evaluar y elegir de manera adecuada un dispositivo, software, aplicacion o servicio para realizar sus tareas",Participa en experiencias innovadoras relacionadas con el uso de nuevas tecnologias,Conoce su nivel de competencia digital e identifica claramente sus carencias con respecto a los requisitos de su entorno laboral,Edad,Puntuacion
20814,Artesanos,Imbabura,Femenino,Otras actividades de servicios.,Si,No,No,Si,No,Si,No,Si,Si,Si,Si,No,Si,Si,Si,No,Si,Si,32.0,99
20815,Microempresarios,Cotopaxi,Femenino,Otras actividades de servicios.,No,No,No,No,No,Si,No,No,No,No,Si,No,No,Si,No,No,No,No,49.0,54
20816,Organizacion de Economia Popular y Solidaria,Carchi,Masculino,nan,Si,No,No,No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,27.0,88
20817,Microempresarios,Tungurahua,Femenino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,Si,Si,Si,No,Si,Si,Si,Si,Si,No,Si,No,Si,No,Si,No,38.0,110
20818,Ciudadano,Imbabura,Femenino,"Artes, entretenimiento y recreacion.",Si,No,No,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,22.0,67
20819,Microempresarios,Bolivar,Femenino,Construccion.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28.0,87
20820,Microempresarios,Cotopaxi,Masculino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,31.0,44
20821,Artesanos,El Oro,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,33.0,71
20822,Ciudadano,Carchi,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,Si,Si,No,No,No,No,Si,No,No,No,No,Si,47.0,97
20823,Microempresarios,El Oro,Femenino,Transporte y almacenamiento.,Si,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,29.0,136
20824,Ciudadano,Carchi,Masculino,nan,Si,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,40.0,70
20825,Pyme,Santa Elena,Femenino,nan,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,26.0,95
20826,Ciudadano,Imbabura,Femenino,nan,Si,No,No,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,27.0,65
20827,Ciudadano,Imbabura,Femenino,nan,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,Si,39.0,74
20828,Microempresarios,Chimborazo,Femenino,"Agricultura, ganaderia y pesca.",Si,Si,No,No,No,No,No,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,31.0,93
20829,Microempresarios,El Oro,Femenino,Industrias manufactureras.,Si,Si,No,Si,Si,Si,Si,Si,Si,No,No,No,No,Si,Si,No,No,No,33.0,125
20830,Ciudadano,Carchi,Femenino,nan,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,Si,No,No,No,68.0,65
20831,Microempresarios,Santa Elena,Masculino,"Actividades profesionales, cientificas y tecnicas.",Si,No,No,Si,Si,No,Si,Si,No,No,No,Si,No,No,Si,No,No,Si,26.0,123
20832,Microempresarios,Santa Elena,Masculino,Construccion.,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,43.0,145
20833,Artesanos,Cotopaxi,Masculino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,45
20834,Microempresarios,Imbabura,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,21.0,45
20835,Microempresarios,El Oro,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,Si,No,No,Si,No,No,Si,No,Si,No,Si,32.0,61
20836,Artesanos,Imbabura,Masculino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28.0,53
20837,Artesanos,Imbabura,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,No,No,No,No,36.0,91
20838,Ciudadano,Carchi,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,Si,Si,No,No,Si,Si,Si,Si,No,Si,Si,53.0,78
20839,Microempresarios,Santa Elena,Femenino,nan,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,25.0,176
20840,Ciudadano,Imbabura,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,53.0,68
20841,Pyme,Carchi,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,41.0,76
20842,Microempresarios,Chimborazo,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,68.0,53
20843,Microempresarios,Tungurahua,Masculino,Otras actividades de servicios.,Si,No,No,No,Si,Si,No,Si,Si,Si,No,Si,No,No,Si,Si,Si,Si,31.0,114
20844,Ciudadano,Imbabura,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,60.0,68
20845,Ciudadano,Carchi,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,34.0,67
20846,Microempresarios,Azuay,Masculino,Otras actividades de servicios.,Si,No,No,Si,Si,Si,No,No,Si,Si,Si,No,No,Si,Si,Si,Si,Si,25.0,129
20847,Artesanos,Pichincha,Femenino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,45
20848,Microempresarios,El Oro,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63.0,59
20849,Microempresarios,Imbabura,Femenino,Ensenanza.,Si,Si,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,24.0,92
20850,Artesanos,Imbabura,Femenino,Otras actividades de servicios.,Si,No,Si,Si,No,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,23.0,113
20851,Microempresarios,Carchi,Masculino,nan,Si,No,No,Si,No,Si,No,Si,Si,Si,Si,Si,No,No,Si,No,Si,No,21.0,70
20852,Ciudadano,Carchi,Masculino,"Agricultura, ganaderia y pesca.",No,Si,No,No,No,No,No,Si,No,No,No,Si,Si,No,No,No,No,No,57.0,89
20853,Microempresarios,Imbabura,Femenino,Otras actividades de servicios.,Si,Si,No,Si,Si,Si,Si,No,Si,No,Si,No,Si,Si,Si,Si,Si,Si,48.0,117
20854,Microempresarios,El Oro,Femenino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50.0,49
20855,Artesanos,Chimborazo,Masculino,Industrias manufactureras.,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,59.0,57
20856,Microempresarios,El Oro,Femenino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.0,55
20857,Microempresarios,El Oro,Femenino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27.0,74
20858,Microempresarios,El Oro,Femenino,Otras actividades de servicios.,No,Si,Si,No,No,No,No,No,Si,No,No,No,Si,No,Si,No,No,Si,43.0,65
20859,Microempresarios,Tungurahua,Femenino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,46.0,53
20860,Ciudadano,Carchi,Femenino,Otras actividades de servicios.,Si,No,No,No,Si,Si,Si,Si,Si,No,Si,No,Si,No,No,Si,No,Si,23.0,63
20861,Ciudadano,Carchi,Masculino,Transporte y almacenamiento.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,25.0,106
20862,Ciudadano,Imbabura,Femenino,Otras actividades de servicios.,No,No,No,No,No,Si,No,Si,No,No,Si,No,Si,Si,No,No,No,No,55.0,78
20863,Pyme,Tungurahua,Femenino,"Actividades profesionales, cientificas y tecnicas.",Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,36.0,143
20864,Microempresarios,Chimborazo,Femenino,"Agricultura, ganaderia y pesca.",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,29.0,167
20865,Microempresarios,Santa Elena,Masculino,nan,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,27.0,143
20866,Microempresarios,Galapagos,Masculino,Actividades de alojamiento y de servicio de comida.,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,54.0,57
20867,Microempresarios,Guayas,Femenino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53.0,68
20868,Ciudadano,Esmeraldas,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,54.0,56
20869,Ciudadano,El Oro,Masculino,Construccion.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.0,60
20870,Ciudadano,Imbabura,Femenino,Industrias manufactureras.,No,No,No,No,No,Si,Si,Si,No,No,Si,No,Si,Si,No,No,No,No,52.0,66
20871,Microempresarios,Santa Elena,Femenino,Otras actividades de servicios.,Si,No,Si,Si,No,Si,No,No,Si,No,Si,Si,No,Si,No,Si,No,Si,31.0,118
20872,Microempresarios,Pichincha,Femenino,Otras actividades de servicios.,Si,No,No,Si,No,No,No,No,Si,No,No,No,No,No,Si,Si,No,Si,40.0,67
20873,Ciudadano,Pichincha,Femenino,Otras actividades de servicios.,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,23.0,106
20874,Microempresarios,Guayas,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.0,70
20875,Artesanos,Guayas,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58.0,67
20876,Ciudadano,Pichincha,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.0,74
20877,Pyme,Imbabura,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,55
20878,Microempresarios,Santa Elena,Otro,nan,Si,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,32.0,61
20879,Microempresarios,Cotopaxi,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,56.0,48
20880,Ciudadano,El Oro,Masculino,Construccion.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,23.0,49
20881,Ciudadano,Carchi,Masculino,Transporte y almacenamiento.,No,No,No,No,No,No,No,No,Si,No,No,No,Si,No,No,No,No,No,29.0,114
20882,Microempresarios,Carchi,Femenino,nan,Si,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,38.0,79
20883,Ciudadano,Imbabura,Femenino,Actividades de alojamiento y de servicio de comida.,Si,No,No,No,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,No,Si,No,33.0,114
20884,Organizacion de Economia Popular y Solidaria,Imbabura,Otro,Actividades de alojamiento y de servicio de comida.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,40.0,51
20885,Artesanos,Santa Elena,Femenino,nan,Si,Si,No,No,No,No,No,Si,Si,No,No,No,No,No,Si,No,No,No,35.0,71
20886,Microempresarios,Cotopaxi,Femenino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,39.0,47
20887,Artesanos,Santa Elena,Femenino,nan,Si,Si,No,No,No,No,No,Si,Si,No,No,No,No,No,Si,No,No,No,35.0,71
20888,Ciudadano,Tungurahua,Masculino,Actividades de servicios administrativos y de apoyo.,Si,No,No,No,No,No,No,Si,Si,No,No,No,Si,Si,Si,Si,No,No,53.0,59
20889,Microempresarios,Santa Elena,Femenino,Otras actividades de servicios.,Si,Si,No,No,Si,No,Si,Si,Si,Si,Si,Si,No,Si,No,No,Si,No,46.0,122
20890,Pyme,Carchi,Femenino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,53.0,66
20891,Microempresarios,Imbabura,Masculino,"Agricultura, ganaderia y pesca.",Si,Si,Si,Si,Si,Si,No,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,51.0,178
20892,Pyme,Guayas,Masculino,Otras actividades de servicios.,Si,No,No,Si,Si,Si,Si,Si,Si,Si,No,No,No,No,No,Si,Si,Si,24.0,94
20893,Microempresarios,Loja,Femenino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43.0,42
20894,Artesanos,Imbabura,Femenino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41.0,51
20895,Microempresarios,Cotopaxi,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,46.0,42
20896,Ciudadano,El Oro,Masculino,Construccion.,Si,No,No,No,No,Si,Si,No,Si,Si,No,No,Si,Si,No,Si,Si,Si,42.0,65
20897,Ciudadano,Imbabura,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,No,Si,No,51.0,93
20898,Microempresarios,Guayas,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,21.0,63
20899,Ciudadano,El Oro,Masculino,Construccion.,No,Si,Si,No,Si,Si,Si,No,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,38.0,79
20900,Microempresarios,Carchi,Femenino,Otras actividades de servicios.,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,33.0,95
20901,Artesanos,Imbabura,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,39.0,45
20902,Artesanos,Imbabura,Masculino,Construccion.,Si,Si,Si,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,48.0,54
20903,Pyme,Imbabura,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,72.0,44
20904,Microempresarios,Imbabura,Masculino,Transporte y almacenamiento.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,51.0,44
20905,Ciudadano,Santa Elena,Femenino,Otras actividades de servicios.,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,34.0,101
20906,Artesanos,Imbabura,Femenino,nan,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,No,Si,Si,Si,No,Si,Si,Si,48.0,87
20907,Microempresarios,Guayas,Femenino,Otras actividades de servicios.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,42.0,73
20908,Microempresarios,Carchi,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,93
20909,Microempresarios,Imbabura,Masculino,Transporte y almacenamiento.,Si,Si,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,27.0,92
20910,Ciudadano,Guayas,Masculino,Otras actividades de servicios.,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,No,No,Si,Si,Si,Si,Si,Si,35.0,100
20911,Microempresarios,Imbabura,Femenino,Actividades de alojamiento y de servicio de comida.,Si,No,No,No,No,Si,No,No,No,Si,Si,No,No,Si,No,No,No,Si,23.0,78
20912,Ciudadano,Carchi,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,46.0,93
20913,Ciudadano,El Oro,Femenino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27.0,43
20914,Ciudadano,Imbabura,Femenino,nan,Si,No,No,Si,No,Si,Si,Si,Si,No,Si,No,Si,Si,Si,No,No,No,29.0,58
20915,Ciudadano,Loja,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,53
20916,Microempresarios,El Oro,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,69
20917,Microempresarios,Cotopaxi,Masculino,nan,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,37.0,69
20918,Ciudadano,El Oro,Masculino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,52.0,43
20919,Pyme,El Oro,Femenino,"Agricultura, ganaderia y pesca.",Si,Si,No,No,Si,No,No,Si,Si,No,No,No,Si,No,No,Si,No,No,51.0,110
20920,Microempresarios,El Oro,Masculino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36.0,46
20921,Microempresarios,Santa Elena,Femenino,nan,Si,No,No,Si,Si,No,No,Si,No,No,Si,No,Si,Si,Si,Si,No,No,24.0,64
20922,Microempresarios,Guayas,Femenino,Otras actividades de servicios.,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,30.0,137
20923,Ciudadano,Tungurahua,Masculino,Industrias manufactureras.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,70.0,44
20924,Microempresarios,Imbabura,Femenino,nan,Si,No,No,Si,No,No,No,Si,Si,Si,Si,No,Si,Si,Si,No,Si,No,31.0,82
20925,Ciudadano,Tungurahua,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,47.0,44
20926,Ciudadano,Carchi,Masculino,Ensenanza.,Si,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,28.0,93
20927,Microempresarios,Santa Elena,Masculino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,No,33.0,107
20928,Microempresarios,Santa Elena,Masculino,Otras actividades de servicios.,No,No,Si,Si,No,Si,No,No,Si,No,Si,No,Si,No,No,No,Si,Si,52.0,110
20929,Microempresarios,Guayas,Femenino,Otras actividades de servicios.,Si,Si,No,Si,Si,Si,Si,No,No,No,No,No,No,No,No,No,Si,Si,60.0,83
20930,Microempresarios,Tungurahua,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,41.0,56
20931,Ciudadano,Loja,Femenino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,70.0,72
20932,Microempresarios,Santa Elena,Masculino,nan,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,26.0,149
20933,Microempresarios,Imbabura,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,64.0,46
20934,Microempresarios,Santa Elena,Masculino,Otras actividades de servicios.,No,No,No,Si,Si,Si,No,Si,No,No,Si,Si,Si,Si,Si,No,No,No,42.0,99
20935,Microempresarios,Imbabura,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43.0,44
20936,Ciudadano,El Oro,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,Si,Si,Si,Si,No,Si,No,No,No,No,No,28.0,77
20937,Microempresarios,Azuay,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,29.0,61
20938,Microempresarios,Imbabura,Femenino,nan,Si,Si,No,No,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,31.0,100
20939,Microempresarios,Imbabura,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,47.0,45
20940,Microempresarios,Imbabura,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,72.0,45
20941,Ciudadano,Imbabura,Femenino,nan,Si,Si,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,17.0,112
20942,Microempresarios,Santa Elena,Masculino,Actividades inmobiliarias.,Si,Si,Si,No,Si,Si,Si,Si,No,Si,Si,No,No,Si,No,No,Si,No,65.0,126
20943,Microempresarios,Imbabura,Masculino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,Si,No,Si,No,Si,No,No,Si,No,Si,No,Si,Si,Si,Si,Si,Si,32.0,115
20944,Ciudadano,Cotopaxi,Femenino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,30.0,56
20945,Microempresarios,Imbabura,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,31.0,80
20946,Microempresarios,Tungurahua,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,Si,Si,Si,No,No,No,Si,Si,Si,Si,Si,Si,No,No,34.0,81
20947,Microempresarios,Azuay,Femenino,nan,Si,No,No,Si,Si,Si,Si,Si,No,No,Si,Si,Si,Si,Si,Si,No,No,19.0,107
20948,Microempresarios,Santa Elena,Masculino,Transporte y almacenamiento.,Si,No,No,No,No,No,Si,Si,Si,Si,Si,No,Si,Si,Si,No,No,Si,57.0,64
20949,Ciudadano,El Oro,Femenino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,Si,Si,Si,Si,Si,No,No,No,No,No,Si,Si,Si,Si,Si,No,Si,53.0,113
20950,Ciudadano,Carchi,Femenino,Otras actividades de servicios.,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,No,No,43.0,60
20951,Artesanos,Carchi,Femenino,nan,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,65.0,56
20952,Microempresarios,Manabi,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,29.0,114
20953,Microempresarios,Imbabura,Femenino,"Agricultura, ganaderia y pesca.",Si,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,No,No,No,22.0,108
20954,Microempresarios,Carchi,Femenino,Otras actividades de servicios.,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,27.0,110
20955,Microempresarios,Pichincha,Masculino,"Actividades profesionales, cientificas y tecnicas.",Si,No,No,No,Si,Si,Si,Si,No,No,Si,Si,No,No,Si,Si,Si,Si,41.0,115
20956,Microempresarios,Azuay,Prefiero no decir,Informacion y comunicacion.,Si,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,37.0,114
20957,Microempresarios,Santa Elena,Femenino,Comercio al por mayor y al por menor; reparacion de vehiculos automotores y motocicletas.,Si,No,No,No,No,No,No,No,No,Si,No,No,Si,Si,No,Si,No,No,25.0,69
20958,Microempresarios,Santa Elena,Masculino,Otras actividades de servicios.,Si,No,No,No,No,Si,No,No,Si,Si,Si,Si,Si,No,Si,Si,No,No,54.0,110
20959,Ciudadano,Carchi,Femenino,Actividades de atencion de la salud humana y de asistencia social.,Si,No,No,No,No,Si,No,Si,No,No,No,No,No,Si,Si,No,No,No,45.0,87
20960,Microempresarios,Santa Elena,Masculino,Otras actividades de servicios.,Si,No,No,No,No,No,No,Si,Si,Si,Si,No,No,No,No,Si,No,No,23.0,76
20961,Ciudadano,Pichincha,Masculino,Otras actividades de servicios.,Si,No,No,Si,Si,No,No,No,Si,No,No,No,Si,Si,Si,No,No,No,70.0,77
20962,Microempresarios,Carchi,Masculino,nan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50.0,85
20963,Ciudadano,El Oro,Femenino,Otras actividades de servicios.,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43.0,56
20964,Microempresarios,Carchi,Masculino,Construccion.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,41.0,90
20965,Microempresarios,Manabi,Femenino,Industrias manufactureras.,Si,Si,No,No,No,No,Si,Si,No,No,No,No,Si,Si,Si,No,No,No,36.0,69
20966,Microempresarios,Manabi,Masculino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.0,44
20967,Ciudadano,Tungurahua,Femenino,nan,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,30.0,116
20968,Microempresarios,Carchi,Masculino,"Agricultura, ganaderia y pesca.",Si,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,54.0,103
20969,Ciudadano,El Oro,Masculino,Actividades de alojamiento y de servicio de comida.,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,57.0,119
20970,Microempresarios,Manabi,Masculino,Otras actividades de servicios.,Si,No,No,Si,No,Si,No,No,Si,No,Si,No,No,No,Si,Si,No,Si,34.0,66
20971,Microempresarios,Tungurahua,Femenino,Industrias manufactureras.,Si,No,No,No,Si,Si,Si,No,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,42.0,114
20972,Artesanos,Bolivar,Masculino,"Artes, entretenimiento y recreacion.",Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48.0,45
20973,Ciudadano,El Oro,Femenino,"Agricultura, ganaderia y pesca.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,70.0,40
20974,Ciudadano,Carchi,Femenino,Otras actividades de servicios.,No,No,No,No,No,Si,No,No,No,No,No,Si,No,No,Si,No,Si,No,46.0,119
